,Loyalty#,Customer Name,Province or State,City,Latitude,Longitude,Postal code,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,EnrollmentDateOpening,Customer Lifetime Value,EnrollmentType,IsCancelled,Tenure_months
3551,928922,Edra Lazewski,Prince Edward Island,Charlottetown,46.238239,-63.131069,C1A 6E8,male,College,Rural,0.0,Married,Aurora,2015-12-04,16060.07,2021 Promotion,0,122.1
3552,939431,Ellamae Egner,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,male,Bachelor,Suburban,70140.0,Married,Aurora,2021-04-15,16068.35,2021 Promotion,0,56.8
3553,112863,Kathi Roling,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Bachelor,Rural,63288.0,Married,Aurora,2019-07-23,16107.19,Standard,0,77.8
3554,978907,Kiana Traylor,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,male,Bachelor,Suburban,63288.0,Married,Aurora,2019-03-27,16107.19,Standard,1,6.8
3555,178459,Lindy Wyner,British Columbia,Dawson Creek,55.759628,-120.23766,V5R 1W3,female,Bachelor,Urban,79041.0,Married,Aurora,2017-12-01,16138.42,Standard,1,4.3
3556,907945,James Hazel,Ontario,London,42.984924,-81.245277,M5B 3E4,male,College,Urban,0.0,Divorced,Aurora,2017-12-17,16152.9,Standard,1,8.1
3557,497784,Sook Crossen,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,College,Suburban,0.0,Single,Aurora,2015-12-03,16236.48,Standard,0,122.1
3558,651694,Yolanda Boys,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,male,Bachelor,Urban,21206.0,Married,Aurora,2019-10-05,16256.81,Standard,0,75.4
3559,952602,Evangeline Cucuta,Manitoba,Winnipeg,49.895138,-97.138374,R6Y 4T5,female,Bachelor,Suburban,41671.0,Single,Aurora,2020-09-12,16261.17,Standard,0,63.9
3560,219555,Tennille Dasinger,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,male,Master,Suburban,19614.0,Married,Aurora,2015-06-04,16301.97,Standard,0,128.2
3561,828862,Mellie Almgren,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,female,Master,Urban,19614.0,Married,Aurora,2021-10-24,16301.97,Standard,0,50.4
3562,487727,Levi Siebeneck,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,90008.0,Single,Aurora,2019-03-07,16304.3,Standard,0,82.4
3563,493819,Kristel Maes,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,male,Bachelor,Rural,90008.0,Single,Aurora,2015-07-22,16304.3,Standard,0,126.6
3564,746296,Walter Allocco,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,male,College,Urban,0.0,Single,Aurora,2018-09-23,16320.77,Standard,0,87.9
3565,709982,Lona Swiatkowski,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,female,Bachelor,Rural,57029.0,Married,Aurora,2016-01-10,16344.61,Standard,0,120.8
3566,511437,Tony Oreskovich,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,male,Bachelor,Urban,22103.0,Single,Aurora,2021-06-04,16407.66,Standard,0,55.1
3567,227398,Fatimah Botta,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,male,Bachelor,Rural,27760.0,Married,Aurora,2021-05-10,16464.37,Standard,0,55.9
3568,520660,Shaunna Woldt,Manitoba,Winnipeg,49.895138,-97.138374,R6Y 4T5,female,College,Rural,0.0,Divorced,Aurora,2015-10-16,16468.22,Standard,0,123.7
3569,732694,Lewis Mcguirk,Ontario,London,42.984924,-81.245277,M5B 3E4,male,College,Urban,0.0,Divorced,Aurora,2020-07-30,16468.22,Standard,0,65.4
3570,898887,Delphia Siregar,Quebec,Montreal,45.50169,-73.567253,H3T 8L4,female,College,Suburban,0.0,Divorced,Aurora,2016-03-14,16468.22,Standard,1,25.3
3571,800945,Theda Garrell,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,male,Master,Urban,22828.0,Married,Aurora,2017-05-23,16473.17,Standard,1,22.3
3572,855530,Gerald Quihuiz,British Columbia,Victoria,48.428421,-123.36565,V5R 1W3,male,Master,Urban,22828.0,Married,Aurora,2016-08-24,16473.17,Standard,0,113.3
3573,513123,Mica Conran,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,male,Bachelor,Suburban,49825.0,Married,Aurora,2018-02-19,16477.77,Standard,0,95.1
3574,139022,Shamika Tryner,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,female,Bachelor,Suburban,42148.0,Married,Aurora,2020-10-11,16504.96,Standard,0,63.0
3575,973728,Yan Berks,British Columbia,Kelowna,49.887951,-119.49601,V5R 1W3,female,Bachelor,Suburban,51725.0,Married,Aurora,2016-10-31,16515.01,Standard,0,111.0
3576,504919,Malena Mcatee,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,Bachelor,Suburban,24414.0,Married,Aurora,2018-11-11,16525.38,Standard,0,86.3
3577,263069,Jamila Slade,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Bachelor,Urban,75526.0,Married,Aurora,2017-05-05,16531.7,Standard,0,104.8
3578,885176,Pearlie Milbrandt,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,female,Bachelor,Urban,75526.0,Married,Aurora,2020-09-01,16531.7,Standard,0,64.3
3579,659731,Gertrudis Marovich,British Columbia,Victoria,48.428421,-123.36565,V5R 1W3,female,Bachelor,Rural,81639.0,Single,Aurora,2015-04-22,16548.86,Standard,0,129.6
3580,914074,Elane Pikus,British Columbia,Dawson Creek,55.759628,-120.23766,V5R 1W3,female,Bachelor,Urban,57844.0,Married,Aurora,2021-08-09,16675.9,Standard,0,52.9
3581,204840,Amberly Demshar,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,female,Bachelor,Urban,55907.0,Married,Aurora,2018-12-06,16681.33,Standard,1,8.1
3582,696128,Meridith Weghorst,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,female,Bachelor,Suburban,81400.0,Married,Aurora,2021-06-30,16699.46,Standard,0,54.2
3583,729084,Avis Soileau,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,81400.0,Married,Aurora,2015-08-04,16699.46,Standard,0,126.1
3584,188136,Anisha Stover,Ontario,London,42.984924,-81.245277,M5B 3E4,male,Bachelor,Suburban,74900.0,Married,Aurora,2015-10-24,16705.1,Standard,0,123.4
3585,364596,Maurice Imber,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,female,Bachelor,Suburban,73049.0,Single,Aurora,2021-04-07,16710.84,2021 Promotion,1,8.1
3586,390377,Franklyn Petruso,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,female,College,Suburban,0.0,Single,Aurora,2016-04-30,16727.56,Standard,1,50.7
3587,807942,Eboni Dorschner,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,male,College,Urban,0.0,Single,Aurora,2016-11-21,16728.34,Standard,1,6.8
3588,438593,Deirdre Porteous,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,College,Urban,0.0,Single,Aurora,2021-09-20,16793.97,Standard,0,51.5
3589,935161,Ilse Didier,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,male,College,Urban,0.0,Single,Aurora,2019-12-02,16793.97,Standard,0,73.4
3590,577360,Carli Housey,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,male,Bachelor,Urban,38399.0,Married,Aurora,2019-10-29,16794.31,Standard,0,74.6
3591,958915,Gerry Scharbrough,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,female,Bachelor,Suburban,55269.0,Divorced,Aurora,2021-04-25,16798.86,2021 Promotion,0,56.4
3592,197890,Kacie Sayle,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,Bachelor,Suburban,93836.0,Married,Aurora,2015-12-13,16922.13,Standard,0,121.8
3593,984429,Rocco Devitis,Alberta,Banff,51.178398,-115.5708,V5R 1W3,male,Bachelor,Rural,39411.0,Married,Aurora,2015-11-01,16936.27,Standard,0,123.2
3594,615411,Andy Rodenizer,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,female,College,Urban,0.0,Single,Aurora,2018-03-14,16938.3,Standard,0,94.4
3595,843665,Mckenzie Cimmino,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,female,College,Urban,0.0,Divorced,Aurora,2017-08-24,16963.84,Standard,0,101.1
3596,732813,Chase Goldhaber,Ontario,Ottawa,45.421532,-75.697189,V5R 1W3,male,Bachelor,Rural,35095.0,Divorced,Aurora,2017-09-01,16979.8,Standard,0,100.8
3597,376144,Adam Paino,Ontario,London,42.984924,-81.245277,M5B 3E4,female,Bachelor,Suburban,97268.0,Married,Aurora,2020-08-22,17002.02,Standard,0,64.6
3598,432655,Milford Shatto,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,male,Bachelor,Urban,54613.0,Divorced,Aurora,2021-04-08,17029.89,2021 Promotion,0,57.0
3599,740763,Suk Wolfert,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,female,Bachelor,Urban,20053.0,Married,Aurora,2019-01-10,17085.41,Standard,0,84.3
3600,894448,Alfonzo Stansifer,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,male,Bachelor,Rural,51747.0,Married,Aurora,2018-04-22,17103.79,Standard,0,93.1
3601,881749,Adele Goo,British Columbia,Victoria,48.428421,-123.36565,V5R 1W3,female,Bachelor,Rural,87139.0,Married,Aurora,2015-09-22,17109.39,Standard,0,124.5
3602,199478,Pearlene Prieur,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,Bachelor,Suburban,70961.0,Married,Aurora,2015-05-08,17114.33,Standard,0,129.1
3603,533388,Kylie Malensek,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,Bachelor,Urban,29734.0,Divorced,Aurora,2016-01-22,17208.06,Standard,1,41.7
3604,350979,Shay Abdool,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,female,Bachelor,Suburban,22346.0,Single,Aurora,2016-06-30,17223.07,Standard,0,115.1
3605,436419,Leora Stonum,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,male,Bachelor,Suburban,85378.0,Married,Aurora,2021-03-14,17223.89,2021 Promotion,0,57.8
3606,232884,Carlton Purl,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,male,Bachelor,Suburban,22276.0,Married,Aurora,2021-06-14,17250.75,Standard,0,54.8
3607,572663,Coleen Dingle,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,male,College,Urban,0.0,Single,Aurora,2015-08-27,17253.73,Standard,0,125.4
3608,212350,Shyla Spicher,Ontario,Ottawa,45.421532,-75.697189,V5R 1W3,female,College,Rural,0.0,Married,Aurora,2015-11-08,17254.04,Standard,0,122.9
3609,352501,Tressie Glenn,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,male,Bachelor,Suburban,66245.0,Married,Aurora,2017-03-16,17367.27,Standard,0,106.5
3610,634900,Xiomara Mandt,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,male,Bachelor,Urban,41418.0,Divorced,Aurora,2017-05-31,17367.53,Standard,0,103.9
3611,824712,Xochitl Mita,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,male,Bachelor,Urban,41775.0,Married,Aurora,2019-12-01,17429.88,Standard,0,73.5
3612,115705,Lucas Gouldsberry,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,male,Bachelor,Rural,54105.0,Married,Aurora,2016-03-20,17435.68,Standard,0,118.5
3613,396471,Soledad Marcelino,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,male,Bachelor,Suburban,45106.0,Married,Aurora,2016-12-24,17476.64,Standard,0,109.2
3614,408915,Lou Stuckemeyer,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,male,Bachelor,Urban,45106.0,Married,Aurora,2021-10-20,17476.64,Standard,0,50.5
3615,491310,Kelsie Wiltsie,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,male,Bachelor,Rural,78362.0,Divorced,Aurora,2020-08-05,17484.53,Standard,0,65.2
3616,505798,Loria Gibbard,British Columbia,Dawson Creek,55.759628,-120.23766,V5R 1W3,female,Bachelor,Urban,78362.0,Divorced,Aurora,2017-03-14,17484.53,Standard,0,106.5
3617,252271,Melva Gangelhoff,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,College,Suburban,0.0,Divorced,Aurora,2019-06-25,17497.52,Standard,0,78.8
3618,428765,Eulah Melchiori,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,female,College,Urban,0.0,Divorced,Aurora,2020-08-14,17497.52,Standard,0,64.9
3619,703972,Lady Stancoven,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,female,College,Suburban,0.0,Divorced,Aurora,2016-10-25,17497.52,Standard,1,6.7
3620,824163,Shayla Messing,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,female,College,Suburban,0.0,Divorced,Aurora,2017-04-19,17530.04,Standard,0,105.3
3621,757834,Eulalia Culliton,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,male,Bachelor,Urban,41463.0,Married,Aurora,2018-03-13,17569.16,Standard,0,94.4
3622,244398,Venita Voigt,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,female,College,Suburban,0.0,Divorced,Aurora,2019-03-19,17602.51,Standard,0,82.0
3623,868154,Jennine Nicodemus,Ontario,Ottawa,45.421532,-75.697189,V5R 1W3,male,College,Urban,0.0,Single,Aurora,2015-07-21,17622.13,Standard,0,126.6
3624,107037,Sabine Balla,British Columbia,Dawson Creek,55.759628,-120.23766,V5R 1W3,female,Bachelor,Suburban,42191.0,Married,Aurora,2020-05-27,17732.46,Standard,0,67.5
3625,219160,Yetta Henschel,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,male,Bachelor,Urban,42191.0,Married,Aurora,2015-12-18,17732.46,Standard,0,121.6
3626,448273,Amie Suarez,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,male,Bachelor,Suburban,65348.0,Married,Aurora,2016-03-16,17738.2,Standard,0,118.6
3627,731286,Mei Cote,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,male,Bachelor,Rural,86205.0,Single,Aurora,2015-04-03,17776.82,Standard,0,130.2
3628,755145,Karey Poss,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,Bachelor,Suburban,99790.0,Single,Aurora,2021-10-08,17786.28,Standard,0,50.9
3629,208961,Lourdes Hereda,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,female,College,Urban,0.0,Married,Aurora,2021-04-02,17793.61,2021 Promotion,0,57.2
3630,546177,Ernesto Sabean,Ontario,Ottawa,45.421532,-75.697189,V5R 1W3,female,College,Urban,0.0,Married,Aurora,2019-03-10,17817.46,Standard,0,82.3
3631,937911,Mindy Okonski,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,female,College,Urban,0.0,Married,Aurora,2017-07-31,17840.2,Standard,0,101.9
3632,667157,Sheba Kanaris,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,female,Bachelor,Urban,55437.0,Married,Aurora,2021-09-21,17857.97,Standard,0,51.5
3633,472692,Jefferson Askew,Ontario,London,42.984924,-81.245277,M5B 3E4,male,High School or Below,Suburban,13164.0,Single,Aurora,2017-08-22,18061.92,Standard,0,101.2
3634,566951,Tajuana Podkowka,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,Bachelor,Urban,68568.0,Married,Aurora,2016-01-06,18089.8,Standard,0,121.0
3635,716548,Gertrudis Sprunk,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,male,College,Suburban,0.0,Single,Aurora,2017-03-22,18131.19,Standard,0,106.3
3636,936273,Diann Maffia,Ontario,Ottawa,45.421532,-75.697189,V5R 1W3,female,Bachelor,Rural,57177.0,Married,Aurora,2017-02-18,18196.64,Standard,0,107.3
3637,424216,Elissa Giarratano,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,male,College,Urban,0.0,Divorced,Aurora,2019-04-20,18205.67,Standard,0,81.0
3638,962989,Luvenia Saraceno,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,male,College,Suburban,0.0,Divorced,Aurora,2017-04-29,18205.67,Standard,1,56.4
3639,823998,Gita Schumucker,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,female,College,Urban,0.0,Single,Aurora,2019-02-04,18269.54,Standard,0,83.5
3640,745870,Sherman Staley,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,female,Bachelor,Suburban,88592.0,Married,Aurora,2021-10-01,18321.42,Standard,0,51.1
3641,363983,Altagracia Stango,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,College,Rural,0.0,Single,Aurora,2021-09-29,18361.56,Standard,0,51.2
3642,189613,Reginald Rizzolo,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,female,College,Suburban,0.0,Single,Aurora,2021-07-23,18399.83,Standard,0,53.5
3643,494515,Divina Goettsche,British Columbia,Dawson Creek,55.759628,-120.23766,V5R 1W3,male,Bachelor,Suburban,72215.0,Married,Aurora,2020-06-11,18453.58,Standard,0,67.0
3644,695564,Buena Sumas,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,female,High School or Below,Urban,27869.0,Married,Aurora,2018-03-29,18474.71,Standard,1,8.2
3645,553879,Lee Yovanovich,British Columbia,Victoria,48.428421,-123.36565,V5R 1W3,male,Bachelor,Urban,91268.0,Married,Aurora,2020-10-22,18504.28,Standard,0,62.6
3646,573830,Lou Hamp,Manitoba,Winnipeg,49.895138,-97.138374,R6Y 4T5,male,Bachelor,Rural,34087.0,Single,Aurora,2021-08-23,18544.3,Standard,0,52.4
3647,968497,Margot Highfill,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,male,Bachelor,Suburban,32756.0,Married,Aurora,2020-06-28,18569.5,Standard,0,66.5
3648,792277,Nelle Soomaroo,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,male,Doctor,Suburban,14209.0,Married,Aurora,2017-10-01,18591.55,Standard,1,8.1
3649,793384,Maryjane Niverson,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,female,Doctor,Rural,14209.0,Married,Aurora,2018-11-09,18591.55,Standard,0,86.4
3650,430197,Inez Schoeppner,Ontario,Ottawa,45.421532,-75.697189,V5R 1W3,female,College,Suburban,0.0,Single,Aurora,2016-03-04,18634.73,Standard,0,119.0
3651,447387,Bryanna Lafleche,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,female,College,Urban,0.0,Married,Aurora,2020-02-02,18677.85,Standard,0,71.4
3652,772362,Kacie Siew,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,female,College,Suburban,0.0,Single,Aurora,2020-09-24,18690.34,Standard,0,63.5
3653,447675,Stevie Gamarra,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,male,Bachelor,Urban,64929.0,Married,Aurora,2015-12-16,18704.85,Standard,0,121.7
3654,413659,Deanne Nenni,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,male,College,Suburban,0.0,Single,Aurora,2021-01-14,18726.15,Standard,0,59.8
3655,675956,Jennine Hadnott,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,male,College,Suburban,0.0,Single,Aurora,2019-08-19,18853.74,Standard,0,76.9
3656,396920,Donnette Masom,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,male,College,Suburban,0.0,Single,Aurora,2019-05-21,18892.2,Standard,0,79.9
3657,319947,Suanne Pelley,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,female,Bachelor,Suburban,21911.0,Married,Aurora,2017-03-03,18939.51,Standard,0,106.9
3658,276037,Kendall Spizzirri,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,male,Bachelor,Urban,58851.0,Married,Aurora,2017-05-08,18943.27,Standard,0,104.7
3659,758840,Maple Umana,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,male,Bachelor,Rural,58851.0,Married,Aurora,2015-12-15,18943.27,Standard,0,121.7
3660,166846,Chieko Bechard,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,female,College,Rural,0.0,Married,Aurora,2019-05-30,18948.35,Standard,0,79.6
3661,314372,Dewayne Torregrossa,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,female,Bachelor,Urban,65999.0,Married,Aurora,2016-09-09,18975.46,Standard,0,112.7
3662,727573,Kerry Hindley,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,College,Rural,0.0,Single,Aurora,2018-08-01,19045.5,Standard,0,89.7
3663,153395,Robbi Hurst,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,male,Bachelor,Rural,42754.0,Divorced,Aurora,2016-09-27,19079.1,Standard,0,112.1
3664,522677,Curt Divan,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,male,Bachelor,Urban,32775.0,Divorced,Aurora,2015-05-30,19088.34,Standard,0,128.3
3665,184678,Wilfred Oscar,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,22705.0,Divorced,Aurora,2019-02-07,19160.99,Standard,1,27.6
3666,449555,Latesha Bittinger,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,Bachelor,Rural,22705.0,Divorced,Aurora,2019-11-07,19160.99,Standard,0,74.3
3667,528226,Lorna Kyle,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,female,Bachelor,Urban,22705.0,Divorced,Aurora,2017-07-20,19160.99,Standard,0,102.3
3668,644265,Janetta Meserve,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,female,Bachelor,Suburban,22705.0,Divorced,Aurora,2018-01-21,19160.99,Standard,0,96.1
3669,842835,Mikki Seneker,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,female,Bachelor,Suburban,22705.0,Divorced,Aurora,2019-04-26,19160.99,Standard,1,8.1
3670,953614,Cecila Nab,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,female,Bachelor,Urban,22705.0,Divorced,Aurora,2015-07-02,19160.99,Standard,0,127.2
3671,390880,Virgil Chicas,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Suburban,74028.0,Married,Aurora,2018-08-27,19174.63,Standard,0,88.8
3672,676877,Nelly Lavander,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,female,Bachelor,Rural,74028.0,Married,Aurora,2019-10-18,19174.63,Standard,0,74.9
3673,415446,Alishia Seta,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,female,Bachelor,Urban,35322.0,Married,Aurora,2021-08-17,19185.07,Standard,0,52.6
3674,282678,Grady Unser,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,male,Bachelor,Urban,35624.0,Single,Aurora,2017-03-25,19237.77,Standard,0,106.2
3675,815850,Kimberlie Guerin,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,male,Bachelor,Suburban,35624.0,Single,Aurora,2019-09-24,19237.77,Standard,0,75.7
3676,828182,Kami Shadley,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,male,Bachelor,Suburban,39895.0,Married,Aurora,2018-11-17,19253.03,Standard,0,86.1
3677,687262,Shakira Gangestad,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,male,College,Rural,0.0,Single,Aurora,2015-09-08,19278.82,Standard,0,125.0
3678,472373,Minerva Tuer,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,male,College,Urban,0.0,Divorced,Aurora,2019-05-25,19323.24,Standard,0,79.8
3679,131253,Dillon Piercefield,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,male,Bachelor,Suburban,57245.0,Single,Aurora,2016-06-25,19327.87,Standard,0,115.3
3680,194480,Caryn Wiegert,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,male,Bachelor,Rural,22784.0,Married,Aurora,2021-06-10,19338.53,Standard,0,54.9
3681,376484,Nathan Schoettmer,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,male,Bachelor,Suburban,22784.0,Married,Aurora,2017-04-15,19338.53,Standard,0,105.5
3682,684305,Lavenia Stader,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,male,College,Suburban,0.0,Married,Aurora,2016-10-14,19357.37,Standard,0,111.6
3683,863374,Elna Dustman,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,male,Bachelor,Urban,49945.0,Married,Aurora,2019-03-12,19363.53,Standard,1,8.2
3684,905161,Francisco Darracott,British Columbia,Dawson Creek,55.759628,-120.23766,V5R 1W3,female,Bachelor,Urban,70503.0,Divorced,Aurora,2021-10-24,19393.21,Standard,0,50.4
3685,278164,Herminia Kimbler,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,female,Bachelor,Rural,38688.0,Single,Aurora,2016-11-12,19435.63,Standard,0,110.6
3686,342980,Armand Steinkamp,Alberta,Peace River,56.23418,-117.28938,V5R 1W3,female,Bachelor,Rural,50809.0,Single,Aurora,2021-02-23,19480.5,2021 Promotion,0,58.5
3687,652431,Luna Kurrie,Ontario,Toronto,43.653225,-79.383186,V5R 1W3,male,College,Rural,0.0,Single,Aurora,2015-04-05,19504.47,Standard,0,130.2
3688,277375,Clarence Covello,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,female,High School or Below,Urban,26463.0,Married,Aurora,2017-04-12,19582.47,Standard,0,105.6
3689,678925,Georgie Segelhorst,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,male,College,Urban,0.0,Single,Aurora,2018-11-07,19606.36,Standard,0,86.4
3690,703507,Kyoko Leonhart,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,male,Bachelor,Urban,51524.0,Married,Aurora,2016-05-18,19685.41,Standard,0,116.5
3691,400802,Lauren Creech,Alberta,Banff,51.178398,-115.5708,V5R 1W3,female,Bachelor,Suburban,70699.0,Divorced,Aurora,2017-09-10,19776.57,Standard,0,100.5
3692,640831,Britteny Yanish,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,male,Bachelor,Suburban,70699.0,Divorced,Aurora,2017-04-18,19776.57,Standard,0,105.4
3693,670002,Taina Wendolski,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,male,College,Rural,0.0,Married,Aurora,2015-04-22,19837.31,Standard,0,129.6
3694,550434,Crysta Steib,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,female,Bachelor,Urban,63755.0,Married,Aurora,2019-10-12,19884.92,Standard,0,75.1
3695,492505,Claudie Limber,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,male,Bachelor,Rural,51352.0,Divorced,Aurora,2016-05-07,19927.64,Standard,0,116.9
3696,548037,Sherryl Smoley,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,male,Bachelor,Suburban,33901.0,Married,Aurora,2015-06-22,20003.14,Standard,0,127.6
3697,596173,Natividad Vasilauskas,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,male,Bachelor,Rural,33901.0,Married,Aurora,2018-08-12,20003.14,Standard,1,8.1
3698,569940,Mary Lamery,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,male,Bachelor,Rural,65900.0,Married,Aurora,2018-01-03,20018.2,Standard,0,96.7
3699,987530,Marlyn Marinkovic,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,female,Bachelor,Rural,85165.0,Single,Aurora,2018-12-01,20067.4,Standard,0,85.6
3700,396155,Louise Elling,British Columbia,Dawson Creek,55.759628,-120.23766,V5R 1W3,female,College,Rural,0.0,Single,Aurora,2016-02-26,20090.44,Standard,0,119.3
3701,605134,Chrystal Colpaert,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,male,College,Urban,0.0,Single,Aurora,2017-04-16,20090.44,Standard,0,105.4
